14/07/2025 09:29:47 |  30756 | INFO     | get_all_condominios            | Iniciando busca de todos os condomínios
14/07/2025 09:29:48 |  30756 | INFO     | get_all_condominios            | Página 1 processada. 50 condomínios encontrados.
14/07/2025 09:29:48 |  30756 | INFO     | get_all_condominios            | Página 2 processada. 50 condomínios encontrados.
14/07/2025 09:29:49 |  30756 | INFO     | get_all_condominios            | Página 3 processada. 50 condomínios encontrados.
14/07/2025 09:29:49 |  30756 | INFO     | get_all_condominios            | Página 4 processada. 50 condomínios encontrados.
14/07/2025 09:29:50 |  30756 | INFO     | get_all_condominios            | Página 5 processada. 50 condomínios encontrados.
14/07/2025 09:29:51 |  30756 | INFO     | get_all_condominios            | Página 6 processada. 50 condomínios encontrados.
14/07/2025 09:29:51 |  30756 | INFO     | get_all_condominios            | Página 7 processada. 50 condomínios encontrados.
14/07/2025 09:29:52 |  30756 | INFO     | get_all_condominios            | Página 8 processada. 50 condomínios encontrados.
14/07/2025 09:29:52 |  30756 | INFO     | get_all_condominios            | Página 9 processada. 50 condomínios encontrados.
14/07/2025 09:29:53 |  30756 | INFO     | get_all_condominios            | Página 10 processada. 50 condomínios encontrados.
14/07/2025 09:29:53 |  30756 | INFO     | get_all_condominios            | Página 11 processada. 50 condomínios encontrados.
14/07/2025 09:29:54 |  30756 | INFO     | get_all_condominios            | Página 12 processada. 50 condomínios encontrados.
14/07/2025 09:29:55 |  30756 | INFO     | get_all_condominios            | Página 13 processada. 50 condomínios encontrados.
14/07/2025 09:29:55 |  30756 | INFO     | get_all_condominios            | Página 14 processada. 10 condomínios encontrados.
14/07/2025 09:29:55 |  30756 | INFO     | get_all_condominios            | Busca de condomínios concluída. Total de 660 condomínios.
14/07/2025 09:29:55 |  30756 | INFO     | main                           | Iniciando a verificação de documentos para todos os condomínios
14/07/2025 09:52:27 |  14612 | INFO     | get_all_condominios            | Iniciando busca de todos os condomínios
14/07/2025 09:52:28 |  14612 | INFO     | get_all_condominios            | Página 1 processada. 50 condomínios encontrados.
14/07/2025 09:52:29 |  14612 | INFO     | get_all_condominios            | Página 2 processada. 50 condomínios encontrados.
14/07/2025 09:52:29 |  14612 | INFO     | get_all_condominios            | Página 3 processada. 50 condomínios encontrados.
14/07/2025 09:52:30 |  14612 | INFO     | get_all_condominios            | Página 4 processada. 50 condomínios encontrados.
14/07/2025 09:52:31 |  14612 | INFO     | get_all_condominios            | Página 5 processada. 50 condomínios encontrados.
14/07/2025 09:52:32 |  14612 | INFO     | get_all_condominios            | Página 6 processada. 50 condomínios encontrados.
14/07/2025 09:52:32 |  14612 | INFO     | get_all_condominios            | Página 7 processada. 50 condomínios encontrados.
14/07/2025 09:52:33 |  14612 | INFO     | get_all_condominios            | Página 8 processada. 50 condomínios encontrados.
14/07/2025 09:52:33 |  14612 | INFO     | get_all_condominios            | Página 9 processada. 50 condomínios encontrados.
14/07/2025 09:52:34 |  14612 | INFO     | get_all_condominios            | Página 10 processada. 50 condomínios encontrados.
14/07/2025 09:52:34 |  14612 | INFO     | get_all_condominios            | Página 11 processada. 50 condomínios encontrados.
14/07/2025 09:52:35 |  14612 | INFO     | get_all_condominios            | Página 12 processada. 50 condomínios encontrados.
14/07/2025 09:52:36 |  14612 | INFO     | get_all_condominios            | Página 13 processada. 50 condomínios encontrados.
14/07/2025 09:52:36 |  14612 | INFO     | get_all_condominios            | Página 14 processada. 10 condomínios encontrados.
14/07/2025 09:52:36 |  14612 | INFO     | get_all_condominios            | Busca de condomínios concluída. Total de 660 condomínios.
14/07/2025 09:52:36 |  14612 | INFO     | main                           | Iniciando a verificação de documentos para todos os condomínios
14/07/2025 09:54:26 |  14612 | ERROR    | verificar_documentos_de_um_condominio | Erro ao acessar a API para condomínio 438: 502
