03/07/2025 16:06:23 |  28932 | INFO     | get_all_condominios            | Iniciando busca de todos os condomínios
03/07/2025 16:06:24 |  28932 | INFO     | get_all_condominios            | Página 1 processada. 50 condomínios encontrados.
03/07/2025 16:06:25 |  28932 | INFO     | get_all_condominios            | Página 2 processada. 50 condomínios encontrados.
03/07/2025 16:06:26 |  28932 | INFO     | get_all_condominios            | Página 3 processada. 50 condomínios encontrados.
03/07/2025 16:06:26 |  28932 | INFO     | get_all_condominios            | Página 4 processada. 50 condomínios encontrados.
03/07/2025 16:06:27 |  28932 | INFO     | get_all_condominios            | Página 5 processada. 50 condomínios encontrados.
03/07/2025 16:06:28 |  28932 | INFO     | get_all_condominios            | Página 6 processada. 50 condomínios encontrados.
03/07/2025 16:06:28 |  28932 | INFO     | get_all_condominios            | Página 7 processada. 50 condomínios encontrados.
03/07/2025 16:06:29 |  28932 | INFO     | get_all_condominios            | Página 8 processada. 50 condomínios encontrados.
03/07/2025 16:06:29 |  28932 | INFO     | get_all_condominios            | Página 9 processada. 50 condomínios encontrados.
03/07/2025 16:06:30 |  28932 | INFO     | get_all_condominios            | Página 10 processada. 50 condomínios encontrados.
03/07/2025 16:06:30 |  28932 | INFO     | get_all_condominios            | Página 11 processada. 50 condomínios encontrados.
03/07/2025 16:06:31 |  28932 | INFO     | get_all_condominios            | Página 12 processada. 50 condomínios encontrados.
03/07/2025 16:06:31 |  28932 | INFO     | get_all_condominios            | Página 13 processada. 50 condomínios encontrados.
03/07/2025 16:06:32 |  28932 | INFO     | get_all_condominios            | Página 14 processada. 10 condomínios encontrados.
03/07/2025 16:06:32 |  28932 | INFO     | get_all_condominios            | Busca de condomínios concluída. Total de 660 condomínios.
03/07/2025 16:06:32 |  28932 | INFO     | main                           | Iniciando a verificação de documentos para todos os condomínios
