17/03/2025 09:47:05 |  10680 | INFO     | get_all_condominios            | Iniciando busca de todos os condomínios
17/03/2025 09:47:06 |  10680 | INFO     | get_all_condominios            | Página 1 processada. 50 condomínios encontrados.
17/03/2025 09:47:07 |  10680 | INFO     | get_all_condominios            | Página 2 processada. 50 condomínios encontrados.
17/03/2025 09:47:08 |  10680 | INFO     | get_all_condominios            | Página 3 processada. 50 condomínios encontrados.
17/03/2025 09:47:08 |  10680 | INFO     | get_all_condominios            | Página 4 processada. 50 condomínios encontrados.
17/03/2025 09:47:09 |  10680 | INFO     | get_all_condominios            | Página 5 processada. 50 condomínios encontrados.
17/03/2025 09:47:10 |  10680 | INFO     | get_all_condominios            | Página 6 processada. 50 condomínios encontrados.
17/03/2025 09:47:11 |  10680 | INFO     | get_all_condominios            | Página 7 processada. 25 condomínios encontrados.
17/03/2025 09:47:11 |  10680 | INFO     | get_all_condominios            | Busca de condomínios concluída. Total de 325 condomínios.
17/03/2025 09:47:11 |  10680 | INFO     | main                           | Iniciando a verificação de documentos para todos os condomínios
17/03/2025 09:50:27 |  17096 | INFO     | get_all_condominios            | Iniciando busca de todos os condomínios
17/03/2025 09:50:28 |  17096 | INFO     | get_all_condominios            | Página 1 processada. 50 condomínios encontrados.
17/03/2025 09:50:29 |  17096 | INFO     | get_all_condominios            | Página 2 processada. 50 condomínios encontrados.
17/03/2025 09:50:30 |  17096 | INFO     | get_all_condominios            | Página 3 processada. 50 condomínios encontrados.
17/03/2025 09:50:31 |  17096 | INFO     | get_all_condominios            | Página 4 processada. 50 condomínios encontrados.
17/03/2025 09:50:31 |  17096 | INFO     | get_all_condominios            | Página 5 processada. 50 condomínios encontrados.
17/03/2025 09:50:32 |  17096 | INFO     | get_all_condominios            | Página 6 processada. 50 condomínios encontrados.
17/03/2025 09:50:32 |  17096 | INFO     | get_all_condominios            | Página 7 processada. 25 condomínios encontrados.
17/03/2025 09:50:32 |  17096 | INFO     | get_all_condominios            | Busca de condomínios concluída. Total de 325 condomínios.
17/03/2025 09:50:32 |  17096 | INFO     | main                           | Iniciando a verificação de documentos para todos os condomínios
17/03/2025 12:52:24 |  11812 | INFO     | get_all_condominios            | Iniciando busca de todos os condomínios
17/03/2025 12:52:25 |  11812 | INFO     | get_all_condominios            | Página 1 processada. 50 condomínios encontrados.
17/03/2025 12:52:26 |  11812 | INFO     | get_all_condominios            | Página 2 processada. 50 condomínios encontrados.
17/03/2025 12:52:26 |  11812 | INFO     | get_all_condominios            | Página 3 processada. 50 condomínios encontrados.
17/03/2025 12:52:27 |  11812 | INFO     | get_all_condominios            | Página 4 processada. 50 condomínios encontrados.
17/03/2025 12:52:27 |  11812 | INFO     | get_all_condominios            | Página 5 processada. 50 condomínios encontrados.
17/03/2025 12:52:28 |  11812 | INFO     | get_all_condominios            | Página 6 processada. 50 condomínios encontrados.
17/03/2025 12:52:29 |  11812 | INFO     | get_all_condominios            | Página 7 processada. 25 condomínios encontrados.
17/03/2025 12:52:29 |  11812 | INFO     | get_all_condominios            | Busca de condomínios concluída. Total de 325 condomínios.
17/03/2025 12:52:29 |  11812 | INFO     | main                           | Iniciando a verificação de documentos para todos os condomínios
17/03/2025 12:56:53 |  16980 | INFO     | get_all_condominios            | Iniciando busca de todos os condomínios
